machine_id,machine_type,temperature,vibration,pressure,rpm,humidity,power_draw,operating_hours,maintenance_gap_days,tool_wear,age_days,thermal_stress,mechanical_stress,energy_intensity,maintenance_urgency,anomaly_label,failure_within_7_days
M-01383,compressor,73.47,4.18,25.95,1112.31,56.95,402.45,15.1,8,19.88,883,0.343,2.284,0.362,1.962,0,0
M-01384,turbine,80.13,2.5,38.51,1480.46,47.5,318.07,5.55,32,63.86,571,0.582,2.766,0.215,2.089,0,0
M-01385,turbine,68.58,3.96,31.45,1432.58,49.73,345.12,13.4,14,66.17,863,0.026,3.549,0.241,2.083,0,0
M-01386,cnc,64.52,2.89,35.02,1216.61,51.62,329.13,4.58,45,59.35,555,-0.158,2.514,0.271,2.537,0,0
M-01387,robotic_arm,104.24,3.81,33.41,1390.06,76.32,282.71,19.8,36,45.09,749,2.075,2.984,0.203,3.252,1,1
M-01388,compressor,66.84,0.62,30.79,1393.87,66.8,202.08,18.69,45,60.25,629,0.11,1.535,0.145,3.446,0,0
M-01389,turbine,75.0,2.62,28.91,1797.42,55.12,318.97,5.01,54,55.73,726,0.401,3.124,0.177,3.066,0,0
M-01390,cnc,59.04,6.25,35.99,1489.62,53.32,394.63,13.99,47,94.75,474,-0.415,5.46,0.265,3.115,0,1
M-01391,turbine,75.16,5.36,37.97,1636.49,55.59,342.92,23.23,51,84.57,223,0.414,4.979,0.21,3.62,0,1
M-01392,turbine,64.67,6.05,37.51,1428.79,57.93,235.62,9.69,49,42.4,374,-0.087,4.215,0.165,2.853,0,1
M-01393,cnc,69.58,6.14,23.89,1112.7,47.04,376.34,22.09,38,59.23,485,0.049,4.153,0.338,3.249,0,1
M-01394,cnc,84.45,5.14,38.83,1571.02,41.87,284.88,7.02,24,58.78,440,0.741,4.248,0.181,1.748,0,0
M-01395,turbine,78.72,3.57,28.85,1331.53,64.39,169.02,4.13,21,53.52,557,0.68,2.934,0.127,1.552,0,0
M-01396,cnc,79.68,2.75,26.47,1389.59,52.26,371.16,14.61,23,10.52,620,0.607,1.707,0.267,2.313,0,0
M-01397,compressor,56.29,5.81,29.98,1260.47,63.38,243.55,8.78,37,72.7,369,-0.452,4.448,0.193,2.315,0,1
M-01398,turbine,92.37,4.29,35.99,1463.1,71.75,420.75,21.58,48,74.47,514,1.436,3.939,0.288,3.643,0,1
M-01399,robotic_arm,62.08,7.69,34.24,1641.73,58.25,379.61,17.48,23,51.0,403,-0.213,5.596,0.231,2.305,1,1
M-01400,compressor,89.29,3.69,29.47,1617.89,56.3,290.19,17.74,35,90.65,739,1.127,4.153,0.179,3.08,0,1
M-01401,compressor,84.22,6.96,36.03,1735.51,90.4,334.86,17.47,26,98.47,618,1.215,6.278,0.193,2.603,0,1
M-01402,cnc,79.77,3.98,31.84,1761.03,54.48,462.55,17.58,37,82.23,790,0.634,4.35,0.263,3.193,1,1
M-01403,turbine,65.45,6.07,27.56,1081.74,38.91,370.0,18.94,49,93.15,569,-0.238,4.747,0.342,3.571,0,1
M-01404,compressor,75.52,6.58,26.75,1235.15,48.63,320.48,17.4,25,51.31,1195,0.362,4.407,0.259,3.04,0,1
M-01405,cnc,69.29,2.77,33.46,1124.53,70.62,492.8,20.69,25,91.85,628,0.271,2.966,0.438,2.764,1,1
M-01406,cnc,74.29,3.52,30.5,1563.75,36.47,312.64,15.16,13,93.83,772,0.179,4.047,0.2,2.073,0,0
M-01407,turbine,71.5,2.75,22.75,1325.25,42.97,342.82,11.01,30,64.24,580,0.105,2.693,0.259,2.344,0,0
M-01408,cnc,53.61,2.48,36.08,1361.95,65.28,244.15,13.34,28,19.32,905,-0.567,1.695,0.179,2.674,0,0
M-01409,turbine,85.22,5.13,28.12,1411.01,48.74,196.14,12.8,11,19.47,710,0.848,3.229,0.139,1.8,0,0
M-01410,robotic_arm,73.19,3.92,40.55,1518.86,50.68,286.29,10.65,58,49.87,198,0.266,3.326,0.188,3.124,0,1
M-01411,turbine,69.15,4.27,22.58,1182.64,64.88,307.5,12.31,51,74.88,899,0.206,3.537,0.26,3.528,0,1
M-01412,turbine,68.4,4.98,29.92,1223.4,43.4,326.4,11.7,18,52.63,934,-0.046,3.539,0.267,2.2,0,0
M-01413,turbine,77.58,1.6,26.8,1450.23,34.38,212.71,6.22,56,80.99,536,0.323,2.571,0.147,3.06,0,0
M-01414,turbine,65.06,6.0,25.15,1665.77,35.33,347.94,20.61,17,78.13,654,-0.294,5.243,0.209,2.462,0,1
M-01415,cnc,51.45,3.71,28.08,1445.43,58.98,251.02,19.13,26,24.34,102,-0.738,2.593,0.174,2.273,0,0
M-01416,turbine,78.07,4.95,41.62,1307.5,55.11,344.57,10.75,9,17.61,1051,0.555,2.94,0.264,1.881,0,0
M-01417,compressor,79.19,5.07,31.86,1063.32,43.69,365.77,22.9,37,72.05,954,0.496,3.748,0.344,3.649,0,1
M-01418,compressor,72.0,6.12,26.25,1621.48,38.09,279.29,22.99,29,35.44,1167,0.081,4.391,0.172,3.512,0,1
M-01419,turbine,62.52,4.05,20.03,1317.53,48.75,242.35,21.13,17,93.48,755,-0.286,3.981,0.184,2.577,0,0
M-01420,turbine,74.89,1.23,20.67,1243.46,65.4,405.34,4.59,18,87.51,345,0.498,2.201,0.326,1.283,0,0
M-01421,robotic_arm,59.35,4.28,27.78,1141.24,41.97,361.74,11.42,56,47.87,411,-0.513,2.942,0.317,3.268,0,0
M-01422,compressor,63.73,4.48,27.2,1190.96,44.05,314.88,13.15,41,60.15,1120,-0.273,3.369,0.264,3.362,0,1
M-01423,compressor,66.49,2.75,29.66,1276.98,37.71,400.45,18.37,10,85.47,137,-0.198,3.047,0.314,1.617,0,0
M-01424,compressor,82.44,4.41,17.37,1407.01,47.59,310.41,16.7,9,87.78,835,0.698,4.189,0.221,2.058,1,1
M-01425,compressor,70.37,3.69,30.45,1232.43,56.06,264.67,17.57,6,57.91,165,0.179,2.951,0.215,1.432,0,0
M-01426,compressor,69.52,2.32,37.17,1483.43,77.38,239.89,19.34,16,97.33,910,0.35,3.342,0.162,2.559,0,0
M-01427,cnc,93.55,5.14,40.74,1405.64,54.61,297.99,22.97,44,54.49,735,1.323,3.925,0.212,3.751,0,1
M-01428,cnc,77.52,3.41,19.63,1849.96,51.36,355.16,15.03,5,8.91,614,0.49,2.697,0.192,1.613,0,0
M-01429,turbine,77.39,3.63,26.19,1143.2,62.36,395.33,22.08,16,58.46,867,0.593,2.799,0.346,2.687,0,1
M-01430,compressor,70.3,3.55,25.87,1479.07,60.35,306.53,20.3,4,78.82,483,0.219,3.643,0.207,1.78,0,0
M-01431,turbine,68.04,5.93,31.87,1481.32,45.07,383.85,10.76,39,98.57,726,-0.048,5.349,0.259,2.811,0,1
M-01432,robotic_arm,52.14,4.14,23.68,1264.5,79.62,291.07,20.27,49,15.01,978,-0.497,2.385,0.23,3.991,0,0
M-01433,cnc,83.69,4.31,41.09,1467.15,51.71,254.2,6.35,32,46.85,598,0.801,3.404,0.173,2.159,0,0
M-01434,cnc,78.48,3.58,31.26,1588.53,54.84,220.09,7.18,54,60.73,114,0.573,3.455,0.139,2.686,0,0
M-01435,cnc,72.21,4.85,30.26,1467.37,58.62,272.09,23.85,41,88.74,1193,0.297,4.537,0.185,4.065,0,1
M-01436,turbine,72.63,6.09,40.56,1699.2,56.15,222.54,12.57,46,73.01,690,0.293,5.237,0.131,3.169,0,1
M-01437,cnc,81.36,5.11,30.9,1058.02,70.3,435.62,13.21,20,26.97,567,0.871,2.86,0.412,2.065,1,1
M-01438,compressor,58.45,5.16,33.4,1298.4,44.92,333.55,23.02,52,86.64,171,-0.528,4.427,0.257,3.604,0,1
M-01439,turbine,68.1,5.05,26.5,1715.51,61.4,298.79,11.24,38,68.1,190,0.119,4.59,0.174,2.353,0,1
M-01440,turbine,62.64,2.27,22.78,1614.16,53.97,416.93,8.74,7,90.04,372,-0.228,3.354,0.258,1.114,0,0
M-01441,cnc,91.72,2.97,27.34,1547.29,63.79,220.35,5.56,6,84.27,1114,1.324,3.531,0.142,1.502,0,0
M-01442,cnc,82.76,3.91,44.12,1671.98,49.42,296.09,14.45,54,17.28,894,0.732,2.886,0.177,3.772,0,0
M-01443,cnc,51.97,3.18,34.8,1105.02,47.8,434.98,7.99,17,96.24,548,-0.823,3.255,0.394,1.616,1,0
M-01444,cnc,58.86,2.71,32.65,1593.21,60.78,295.64,5.3,29,48.16,927,-0.349,2.729,0.186,2.25,0,0
M-01445,cnc,72.68,1.58,25.14,1641.59,56.3,464.04,20.26,46,98.34,524,0.297,3.18,0.283,3.492,1,0
M-01446,robotic_arm,69.28,2.31,36.47,1331.43,42.16,356.06,10.57,46,22.77,1076,-0.015,1.631,0.267,3.371,0,0
M-01447,turbine,60.76,3.84,22.85,1923.26,68.15,389.89,15.59,3,80.37,453,-0.181,4.467,0.203,1.433,0,0
M-01448,compressor,93.45,4.1,21.6,1485.34,60.79,391.77,6.09,37,33.96,884,1.38,3.058,0.264,2.582,0,1
M-01449,robotic_arm,77.13,3.09,27.65,1055.3,51.11,305.1,14.11,54,9.26,574,0.467,1.392,0.289,3.485,0,0
M-01450,cnc,78.75,4.31,42.73,1518.63,46.38,273.27,16.64,22,99.43,838,0.501,4.529,0.18,2.577,0,1
M-01451,turbine,67.08,3.59,42.39,1320.43,56.37,297.5,13.0,33,33.84,296,0.018,2.539,0.225,2.347,0,0
M-01452,robotic_arm,81.22,5.73,28.29,1659.7,59.93,240.85,10.75,17,12.65,1139,0.76,3.774,0.145,2.274,0,0
M-01453,turbine,70.2,3.97,26.95,1548.63,32.87,300.71,10.22,43,86.75,407,-0.062,4.133,0.194,2.672,0,0
M-01454,turbine,71.17,5.17,21.16,1342.37,56.51,304.71,6.19,8,46.04,686,0.223,3.685,0.227,1.263,0,0
M-01455,compressor,80.11,4.48,31.47,1720.44,59.83,414.8,6.31,32,59.76,852,0.704,4.12,0.241,2.369,0,1
M-01456,cnc,57.71,2.24,31.97,1619.1,23.77,343.56,13.91,25,98.56,815,-0.777,3.515,0.212,2.514,0,0
M-01457,cnc,89.97,4.07,35.74,1300.97,54.35,458.57,6.78,39,50.67,705,1.142,3.112,0.352,2.554,1,1
M-01458,compressor,75.82,2.47,36.46,1422.63,60.34,164.63,8.47,30,11.37,1053,0.495,1.618,0.116,2.586,0,0
M-01459,turbine,86.81,4.05,29.82,1543.05,58.97,225.89,7.3,58,70.66,1166,1.03,3.844,0.146,3.729,0,1
M-01460,compressor,63.25,3.16,34.34,1384.43,61.63,281.9,20.05,59,72.51,937,-0.121,3.164,0.204,4.344,0,1
M-01461,turbine,64.77,4.73,26.8,1389.81,48.07,402.01,12.99,18,23.45,294,-0.181,3.059,0.289,1.745,0,0
M-01462,compressor,62.38,2.32,34.22,1456.61,39.52,297.88,15.05,4,56.81,944,-0.386,2.494,0.205,1.85,0,0
M-01463,cnc,76.5,4.22,27.96,1258.16,30.4,209.59,15.66,30,40.08,648,0.229,2.92,0.167,2.68,0,0
M-01464,compressor,74.66,5.0,33.76,1048.1,65.11,289.07,11.93,36,9.74,685,0.484,2.443,0.276,2.726,0,0
M-01465,robotic_arm,69.36,5.47,33.27,1493.04,60.44,227.16,9.97,45,34.6,1135,0.172,3.834,0.152,3.344,0,1
M-01466,robotic_arm,63.86,3.13,31.41,1092.0,66.02,214.41,11.65,32,91.41,675,-0.047,3.11,0.196,2.541,0,0
M-01467,compressor,61.33,4.22,35.77,1271.25,43.3,434.92,14.7,36,33.52,1034,-0.4,2.81,0.342,3.183,1,1
M-01468,cnc,73.52,4.46,21.58,1131.12,61.65,282.15,11.17,3,26.19,810,0.392,2.591,0.249,1.465,0,0
M-01469,robotic_arm,69.34,6.37,24.61,1153.28,33.97,316.25,6.73,46,94.39,186,-0.093,5.037,0.274,2.399,0,1
M-01470,cnc,67.14,2.13,29.38,1526.74,41.57,298.96,22.27,21,41.32,867,-0.127,2.177,0.196,2.899,0,0
M-01471,turbine,89.47,2.92,22.34,1409.98,53.51,288.65,18.65,24,94.35,639,1.109,3.51,0.205,2.611,0,1
M-01472,cnc,73.18,8.13,28.56,1403.49,59.96,250.36,5.33,26,88.62,696,0.358,6.247,0.178,1.94,1,1
M-01473,cnc,86.7,3.82,28.75,1213.14,72.15,284.81,22.11,6,49.69,426,1.157,2.827,0.235,1.922,0,0
M-01474,compressor,68.67,1.55,38.86,1331.95,49.12,326.92,7.41,30,41.57,295,0.025,1.588,0.245,1.89,0,0
M-01475,compressor,76.45,3.38,31.86,1517.76,41.61,397.21,5.95,24,18.08,915,0.338,2.391,0.262,2.08,0,0
M-01476,compressor,73.45,0.32,37.18,1440.62,40.99,366.58,7.46,15,23.11,365,0.182,0.698,0.254,1.352,0,0
M-01477,compressor,57.02,4.54,32.81,1598.08,43.75,225.76,22.66,16,27.08,193,-0.611,3.32,0.141,2.16,0,0
M-01478,turbine,88.28,5.33,27.79,1623.72,78.65,369.25,8.43,3,49.68,637,1.301,4.247,0.227,1.156,0,0
M-01479,compressor,72.65,2.92,31.8,1404.6,61.08,335.9,19.74,53,40.35,879,0.343,2.422,0.239,4.037,0,0
M-01480,compressor,81.46,3.54,35.38,1116.6,65.35,264.39,16.86,19,81.04,316,0.827,3.163,0.237,2.035,0,0
M-01481,compressor,66.48,5.49,38.16,1313.8,49.13,316.84,14.36,52,33.18,491,-0.085,3.562,0.241,3.351,0,1
M-01482,cnc,72.35,1.75,30.21,1432.42,51.98,342.2,11.31,50,45.33,560,0.237,1.915,0.239,3.145,0,0
M-01483,robotic_arm,65.33,2.35,21.11,1310.23,60.39,308.06,5.86,28,16.66,1115,-0.03,1.497,0.235,2.401,0,0
M-01484,cnc,86.36,3.88,20.69,1260.17,45.93,336.22,18.21,48,30.77,253,0.877,2.55,0.267,3.224,0,0
M-01485,robotic_arm,77.11,3.15,29.04,1462.56,48.5,248.91,11.9,14,79.39,1109,0.441,3.408,0.17,2.198,0,0
M-01486,cnc,77.67,3.79,16.97,1887.45,43.9,434.53,14.7,12,72.17,252,0.423,4.224,0.23,1.572,1,1
M-01487,turbine,87.58,2.43,41.77,1362.13,46.63,179.6,5.04,54,43.21,731,0.945,2.147,0.132,3.071,0,0
M-01488,compressor,85.56,4.5,34.58,1449.49,52.59,342.56,19.52,39,59.86,1025,0.904,3.743,0.236,3.585,0,1
M-01489,turbine,81.65,3.99,27.19,1213.83,42.14,328.84,17.85,41,48.54,1093,0.604,2.9,0.271,3.622,0,1
M-01490,compressor,59.78,4.97,24.34,1673.81,55.43,346.79,14.59,55,90.05,691,-0.357,4.925,0.207,3.651,0,1
M-01491,cnc,67.04,4.48,37.17,1607.45,55.41,258.96,13.93,2,42.5,637,0.006,3.611,0.161,1.446,0,0
M-01492,turbine,63.96,4.49,24.32,1595.03,49.85,381.0,10.74,11,73.6,956,-0.203,4.22,0.239,1.881,0,1
M-01493,robotic_arm,81.28,2.18,24.89,1694.76,42.07,297.98,10.85,57,25.76,1099,0.584,2.133,0.176,3.847,0,0
M-01494,turbine,75.71,4.89,26.4,1373.08,53.26,227.9,5.37,9,46.24,102,0.418,3.576,0.166,0.767,0,0
M-01495,compressor,60.09,3.74,31.68,1395.56,45.94,233.84,17.73,28,55.29,380,-0.436,3.155,0.168,2.501,0,0
M-01496,robotic_arm,72.11,3.97,34.72,1757.78,52.56,313.11,4.9,3,14.94,407,0.231,2.992,0.178,0.753,0,0
M-01497,turbine,59.06,5.67,38.16,1563.89,65.18,201.23,4.03,20,60.8,1015,-0.295,4.567,0.129,1.888,0,0
M-01498,robotic_arm,73.47,3.19,37.27,1050.54,36.96,422.03,4.62,11,59.59,109,0.143,2.449,0.402,0.808,0,0
M-01499,compressor,57.45,6.09,31.0,1531.87,78.08,373.18,8.07,16,20.08,229,-0.247,3.94,0.244,1.315,0,0
M-01500,robotic_arm,79.29,6.22,37.12,1345.29,51.13,423.74,15.4,49,99.87,93,0.576,5.342,0.315,2.962,0,1
M-01501,robotic_arm,77.78,5.25,26.97,1611.67,56.94,416.89,17.62,17,13.79,1147,0.558,3.468,0.259,2.693,0,0
M-01502,turbine,93.08,2.83,20.07,1523.47,42.97,282.13,12.41,49,90.05,125,1.184,3.532,0.185,2.809,0,1
M-01503,compressor,82.48,1.14,26.97,1136.7,65.71,248.49,12.17,53,51.69,384,0.881,1.284,0.219,3.17,0,0
M-01504,compressor,69.77,5.71,26.16,1498.39,50.49,130.94,15.54,33,26.16,668,0.093,3.804,0.087,2.809,0,0
M-01505,turbine,82.18,4.36,27.21,1487.91,47.27,278.59,15.94,33,15.72,477,0.682,2.836,0.187,2.674,0,1
M-01506,compressor,60.02,3.16,25.24,1515.42,45.09,419.77,20.9,21,71.44,190,-0.448,3.33,0.277,2.252,0,0
M-01507,robotic_arm,64.38,5.84,28.23,1553.6,48.78,251.19,20.38,40,76.67,548,-0.193,4.967,0.162,3.28,0,1
M-01508,compressor,77.33,2.99,34.72,1719.27,57.02,291.36,20.47,48,68.98,976,0.537,3.482,0.169,3.962,0,1
M-01509,cnc,52.42,3.61,41.29,1524.5,54.07,268.95,20.88,52,44.89,410,-0.738,3.059,0.176,3.675,0,0
M-01510,robotic_arm,73.63,4.93,20.65,1454.12,51.52,329.37,21.6,13,21.39,662,0.297,3.219,0.227,2.367,0,0
M-01511,cnc,63.8,2.64,23.27,1656.63,43.46,388.6,15.11,41,80.01,611,-0.276,3.419,0.235,3.056,0,1
M-01512,cnc,75.01,4.05,26.25,1853.69,42.77,204.95,15.9,10,87.77,362,0.278,4.629,0.111,1.656,0,0
M-01513,robotic_arm,63.22,5.72,35.59,1614.71,46.47,217.39,18.54,30,42.23,92,-0.274,4.3,0.135,2.389,0,1
M-01514,robotic_arm,78.24,4.5,29.77,1487.12,57.52,401.63,7.98,7,84.92,1020,0.587,4.295,0.27,1.609,0,1
M-01515,turbine,74.19,5.95,26.66,1527.86,59.95,352.65,11.21,33,65.38,1193,0.409,4.761,0.231,2.987,0,1
M-01516,cnc,88.0,5.79,35.3,1496.09,61.56,288.14,22.25,51,55.06,655,1.116,4.421,0.193,3.921,0,1
M-01517,cnc,74.07,4.21,36.74,1453.33,51.98,415.96,14.46,49,63.01,1011,0.323,3.652,0.286,3.67,0,1
M-01518,turbine,66.31,0.93,30.89,1839.73,56.6,216.27,5.04,43,15.24,479,-0.018,1.444,0.118,2.421,0,0
M-01519,cnc,71.53,2.65,26.1,1315.17,49.98,365.53,12.11,35,16.91,1136,0.176,1.676,0.278,3.073,0,0
M-01520,cnc,60.56,5.27,32.62,1657.88,31.09,300.56,7.22,38,74.04,720,-0.561,4.747,0.181,2.553,0,1
M-01521,cnc,78.06,2.03,29.6,1427.35,49.41,344.43,11.13,7,97.14,978,0.497,3.098,0.241,1.763,0,0
M-01522,compressor,79.9,3.74,29.55,1183.52,47.5,149.84,14.9,44,53.24,836,0.57,2.814,0.127,3.351,0,0
M-01523,turbine,98.69,4.67,27.93,1416.1,39.53,288.05,14.1,41,10.13,1115,1.43,2.796,0.203,3.415,1,0
M-01524,turbine,67.78,6.26,36.55,1351.58,45.19,352.89,13.81,10,11.47,710,-0.059,3.602,0.261,1.82,0,0
M-01525,robotic_arm,71.32,3.39,32.5,1553.96,53.62,300.88,4.37,38,49.4,1030,0.202,3.075,0.194,2.64,0,0
M-01526,cnc,68.24,3.3,37.21,1466.43,38.4,386.59,12.9,24,67.48,1125,-0.104,3.259,0.264,2.672,0,0
M-01527,compressor,76.12,4.13,39.02,1266.04,43.47,384.42,4.58,31,19.71,933,0.341,2.473,0.304,2.292,0,0
M-01528,compressor,77.82,4.69,33.75,1714.78,70.57,242.69,12.1,49,8.14,482,0.697,3.193,0.142,3.087,0,0
M-01529,cnc,73.47,3.98,27.96,1646.22,32.77,358.56,16.94,20,74.3,191,0.101,4.029,0.218,1.976,0,1
M-01530,cnc,84.86,5.67,37.24,1735.49,49.8,240.48,6.52,55,18.88,545,0.841,3.975,0.139,3.045,0,0
M-01531,compressor,67.83,3.08,33.79,1492.65,38.0,308.51,22.34,26,46.63,858,-0.128,2.76,0.207,3.095,0,0
M-01532,cnc,83.86,4.37,46.62,1443.57,42.98,347.65,16.61,31,74.74,1043,0.723,3.96,0.241,3.106,0,1
M-01533,robotic_arm,79.38,4.82,32.86,1576.64,49.63,250.71,8.35,3,16.9,943,0.566,3.243,0.159,1.407,0,0
M-01534,robotic_arm,73.88,3.64,35.19,1346.05,40.15,356.15,11.88,9,47.06,797,0.195,2.866,0.265,1.737,0,0
M-01535,cnc,70.85,5.38,32.74,1473.41,58.89,272.15,5.94,18,15.59,685,0.231,3.373,0.185,1.647,0,0
M-01536,compressor,98.27,4.41,30.41,1418.38,68.21,267.25,4.44,58,38.01,1162,1.695,3.211,0.188,3.555,1,1
M-01537,turbine,65.83,5.3,29.45,1187.01,62.1,350.93,22.32,17,91.68,360,0.012,4.447,0.296,2.319,0,1
M-01538,robotic_arm,76.98,4.47,32.77,1472.94,64.3,250.66,17.5,24,70.18,969,0.592,3.967,0.17,2.818,0,1
M-01539,turbine,66.5,4.73,34.13,1370.63,35.44,247.36,19.59,51,7.19,701,-0.221,2.702,0.18,3.8,0,0
M-01540,compressor,91.86,3.31,37.93,1406.34,49.08,372.68,16.44,20,17.78,659,1.184,2.188,0.265,2.336,0,0
M-01541,turbine,82.87,3.32,32.85,1515.48,57.61,312.06,22.14,49,32.91,533,0.82,2.648,0.206,3.732,0,0
M-01542,cnc,67.22,5.91,28.22,1679.06,62.45,210.48,21.92,8,90.08,794,0.085,5.453,0.125,2.297,0,1
M-01543,compressor,79.13,5.09,29.04,1297.22,73.04,360.62,5.16,9,75.97,1199,0.787,4.172,0.278,1.669,0,1
M-01544,cnc,76.58,2.77,23.06,1389.42,64.83,278.57,7.79,2,63.66,540,0.577,2.78,0.2,0.997,0,0
M-01545,compressor,68.83,4.45,40.97,1312.29,62.76,213.8,11.92,9,19.5,215,0.169,2.714,0.163,1.254,0,0
M-01546,compressor,81.58,0.88,27.75,1300.57,83.6,142.02,10.82,37,93.24,231,1.015,2.205,0.109,2.322,0,0
M-01547,cnc,77.89,3.4,36.8,1342.98,53.16,363.72,14.51,7,81.77,286,0.526,3.422,0.271,1.389,0,0
M-01548,turbine,76.16,5.55,32.66,1414.64,48.53,249.11,9.33,37,27.75,541,0.393,3.626,0.176,2.491,0,0
M-01549,compressor,73.58,4.02,32.82,1555.46,54.13,224.15,19.95,36,43.41,94,0.32,3.304,0.144,2.715,0,0
M-01550,cnc,78.31,4.37,30.3,1507.68,41.02,346.56,4.15,15,45.7,402,0.426,3.469,0.23,1.184,0,0
M-01551,cnc,76.29,-0.02,26.27,1259.77,52.81,357.38,19.83,4,60.81,861,0.443,1.003,0.284,2.067,0,0
M-01552,compressor,74.59,3.65,25.19,1682.95,31.28,253.84,11.87,11,40.61,842,0.142,3.224,0.151,1.854,0,0
M-01553,compressor,67.59,4.67,41.37,1619.99,45.65,364.32,4.1,10,24.95,832,-0.064,3.384,0.225,1.339,0,0
M-01554,compressor,90.94,4.85,31.68,1287.79,50.62,438.57,20.94,32,68.36,832,1.153,3.875,0.341,3.23,1,1
M-01555,cnc,63.5,5.55,37.75,1670.34,63.4,392.53,12.94,55,69.37,174,-0.091,4.825,0.235,3.121,0,1
M-01556,turbine,78.28,3.91,39.31,1508.85,65.33,382.42,18.49,27,47.03,1130,0.667,3.244,0.253,3.131,0,1
M-01557,turbine,70.8,3.97,28.53,1421.84,40.44,325.42,21.57,38,51.23,420,0.044,3.238,0.229,3.164,0,0
M-01558,compressor,91.6,2.34,33.54,1514.45,76.91,276.16,4.69,19,9.81,178,1.449,1.644,0.182,1.19,0,0
M-01559,robotic_arm,64.97,3.91,31.27,1445.36,53.78,301.37,9.24,7,48.33,990,-0.114,3.184,0.209,1.66,0,0
M-01560,turbine,66.65,2.43,24.06,1548.11,54.88,333.65,6.38,14,81.04,609,-0.019,3.171,0.216,1.45,0,0
M-01561,turbine,64.3,1.61,29.89,1483.72,32.59,223.26,5.96,29,61.19,474,-0.359,2.231,0.15,1.913,0,0
M-01562,robotic_arm,77.23,2.68,34.53,1389.26,44.56,254.99,22.91,51,92.47,532,0.407,3.308,0.184,3.858,0,1
M-01563,turbine,60.27,6.31,28.01,1085.35,64.6,212.2,20.11,16,73.07,737,-0.241,4.484,0.196,2.461,0,1
M-01564,turbine,69.21,3.82,29.05,1544.89,54.04,320.29,11.29,59,78.88,675,0.101,3.886,0.207,3.6,0,1
M-01565,turbine,52.48,4.51,29.96,1382.74,53.29,310.4,17.75,39,48.55,105,-0.743,3.426,0.224,2.712,0,0
M-01566,compressor,76.4,3.48,43.67,1590.03,54.73,262.57,22.39,22,21.48,222,0.467,2.616,0.165,2.408,0,0
M-01567,cnc,69.0,1.69,20.0,1536.7,34.68,358.33,8.42,38,91.66,1141,-0.103,2.96,0.233,2.976,0,0
M-01568,cnc,59.12,5.51,34.01,1387.42,50.84,237.1,4.28,42,67.62,635,-0.436,4.365,0.171,2.466,0,1
M-01569,compressor,84.86,1.16,29.48,1634.14,68.9,260.16,20.48,41,91.4,1187,1.032,2.8,0.159,3.858,0,1
M-01570,compressor,60.92,3.42,27.16,1486.87,65.04,355.73,18.45,52,63.66,819,-0.203,3.28,0.239,3.87,0,1
M-01571,compressor,81.97,4.12,29.33,1479.46,50.5,365.37,7.21,40,48.18,908,0.703,3.345,0.247,2.789,0,1
M-01572,robotic_arm,66.99,4.52,35.0,1425.14,70.76,253.28,13.79,3,17.8,438,0.157,2.879,0.178,1.313,0,0
M-01573,robotic_arm,90.02,3.18,35.35,1753.04,36.89,320.08,7.21,23,42.78,1019,0.97,3.111,0.183,2.202,0,0
M-01574,turbine,81.5,1.63,32.12,1321.61,40.34,254.38,16.05,54,61.77,811,0.578,2.018,0.192,3.799,0,0
M-01575,cnc,63.92,3.08,37.56,1391.92,74.36,292.17,16.95,14,93.42,924,0.04,3.55,0.21,2.347,0,0
M-01576,cnc,64.83,3.15,38.61,1227.28,58.94,314.35,9.53,30,83.78,384,-0.069,3.162,0.256,2.092,0,0
M-01577,turbine,80.06,3.12,35.9,1580.81,48.53,341.42,19.62,31,53.75,741,0.588,3.048,0.216,3.035,0,0
M-01578,turbine,71.38,5.56,27.72,1345.21,51.34,325.64,13.47,34,47.56,499,0.182,3.93,0.242,2.584,0,1
M-01579,turbine,72.31,2.5,33.97,1365.39,42.32,322.76,18.13,52,8.16,1098,0.139,1.489,0.236,4.083,0,0
M-01580,turbine,86.72,4.62,34.0,1356.95,55.32,234.9,16.8,33,38.36,1097,0.989,3.248,0.173,3.242,0,1
M-01581,turbine,66.51,4.42,26.11,1461.29,54.37,330.24,13.02,2,98.23,481,-0.031,4.484,0.226,1.262,0,1
M-01582,compressor,74.91,5.54,21.58,1224.86,52.24,340.82,9.85,16,75.4,117,0.368,4.307,0.278,1.329,0,1
M-01583,compressor,83.55,4.01,18.86,1046.22,38.08,349.78,8.09,38,54.85,366,0.658,2.799,0.334,2.31,0,0
M-01584,cnc,82.09,5.31,31.42,1532.39,55.18,258.23,18.92,47,86.92,392,0.756,4.847,0.169,3.342,0,1
M-01585,robotic_arm,72.4,3.96,32.79,1069.56,45.65,364.51,16.84,39,7.19,111,0.177,1.849,0.341,2.663,0,0
M-01586,turbine,71.11,4.81,23.91,1603.74,40.17,219.38,9.62,44,95.97,1128,0.057,4.855,0.137,3.277,0,1
M-01587,compressor,56.61,2.1,37.28,1730.53,67.2,277.0,23.34,15,71.47,607,-0.397,3.054,0.16,2.506,0,0
M-01588,robotic_arm,63.44,0.51,31.91,1420.44,78.04,287.09,20.21,7,6.26,253,0.052,0.433,0.202,1.703,0,0
M-01589,cnc,77.18,4.73,39.1,1683.91,75.31,222.94,6.54,57,72.03,766,0.712,4.447,0.132,3.31,0,1
